start	end	size	type
0x013c7f	0x013c80	1	identical
0x013c80	0x013c95	21	divergent
0x013c95	0x013c96	1	identical
0x013c96	0x013ca4	14	divergent
0x013ca4	0x013ca5	1	identical
0x013ca5	0x013cb0	11	divergent
0x013cb0	0x013cb1	1	identical
0x013cb1	0x013d14	99	divergent
0x013d14	0x013d15	1	identical
0x013d15	0x013d39	36	divergent
0x013d39	0x013d3a	1	identical
0x013d3a	0x013d54	26	divergent
0x013d54	0x013d58	4	identical
0x013d58	0x013d5a	2	divergent
0x013d5a	0x013d60	6	identical
0x013d60	0x013d7a	26	divergent
0x013d7a	0x013d7b	1	identical
0x013d7b	0x013d91	22	divergent
0x013d91	0x013d92	1	identical
0x013d92	0x013db6	36	divergent
0x013db6	0x013db7	1	identical
0x013db7	0x013dbe	7	divergent
0x013dbe	0x013dbf	1	identical
0x013dbf	0x013dce	15	divergent
0x013dce	0x013dcf	1	identical
0x013dcf	0x013df6	39	divergent
0x013df6	0x013df7	1	identical
0x013df7	0x013e2e	55	divergent
0x013e2e	0x013e2f	1	identical
0x013e2f	0x013e34	5	divergent
0x013e34	0x013e35	1	identical
0x013e35	0x013e73	62	divergent
0x013e73	0x013e74	1	identical
0x013e74	0x013eab	55	divergent
0x013eab	0x013eac	1	identical
0x013eac	0x013ec6	26	divergent
0x013ec6	0x013ec7	1	identical
0x013ec7	0x013ee6	31	divergent
0x013ee6	0x013ee7	1	identical
0x013ee7	0x013f22	59	divergent
0x013f22	0x013f23	1	identical
0x013f23	0x013f30	13	divergent
0x013f30	0x013f31	1	identical
0x013f31	0x013f69	56	divergent
0x013f69	0x013f6a	1	identical
0x013f6a	0x013fa0	54	divergent
0x013fa0	0x013fa3	3	identical
0x013fa3	0x01402e	139	divergent
0x01402e	0x01402f	1	identical
0x01402f	0x014046	23	divergent
0x014046	0x014047	1	identical
0x014047	0x014082	59	divergent
0x014082	0x014083	1	identical
0x014083	0x01409e	27	divergent
0x01409e	0x01409f	1	identical
0x01409f	0x01410f	112	divergent
0x01410f	0x014111	2	identical
0x014111	0x01412b	26	divergent
0x01412b	0x01412c	1	identical
0x01412c	0x014158	44	divergent
0x014158	0x014159	1	identical
0x014159	0x014178	31	divergent
0x014178	0x014179	1	identical
0x014179	0x014195	28	divergent
0x014195	0x014196	1	identical
0x014196	0x014198	2	divergent
0x014198	0x014199	1	identical
0x014199	0x0141a4	11	divergent
0x0141a4	0x0141a6	2	identical
0x0141a6	0x0141ee	72	divergent
0x0141ee	0x0141ef	1	identical
0x0141ef	0x0141f5	6	divergent
0x0141f5	0x0141f6	1	identical
0x0141f6	0x0142c5	207	divergent
0x0142c5	0x0142c6	1	identical
0x0142c6	0x0142d4	14	divergent
0x0142d4	0x0142d5	1	identical
0x0142d5	0x0142e9	20	divergent
0x0142e9	0x0142ea	1	identical
0x0142ea	0x01433b	81	divergent
0x01433b	0x01433c	1	identical
0x01433c	0x01435a	30	divergent
0x01435a	0x01435b	1	identical
0x01435b	0x01438b	48	divergent
0x01438b	0x01438c	1	identical
0x01438c	0x014391	5	divergent
0x014391	0x014392	1	identical
0x014392	0x014394	2	divergent
0x014394	0x014395	1	identical
0x014395	0x0143ce	57	divergent
0x0143ce	0x0143cf	1	identical
0x0143cf	0x014461	146	divergent
0x014461	0x014462	1	identical
0x014462	0x0144e5	131	divergent
0x0144e5	0x0144e6	1	identical
0x0144e6	0x014523	61	divergent
0x014523	0x014524	1	identical
0x014524	0x014540	28	divergent
0x014540	0x014541	1	identical
0x014541	0x0145a6	101	divergent
0x0145a6	0x0145aa	4	identical
0x0145aa	0x0145d3	41	divergent
0x0145d3	0x0145d4	1	identical
0x0145d4	0x0145f9	37	divergent
0x0145f9	0x0145fa	1	identical
0x0145fa	0x014611	23	divergent
0x014611	0x014612	1	identical
0x014612	0x014621	15	divergent
0x014621	0x014622	1	identical
0x014622	0x014629	7	divergent
0x014629	0x01462a	1	identical
0x01462a	0x014685	91	divergent
0x014685	0x014686	1	identical
0x014686	0x0146d0	74	divergent
0x0146d0	0x0146d1	1	identical
0x0146d1	0x01471b	74	divergent
0x01471b	0x01471c	1	identical
0x01471c	0x014725	9	divergent
0x014725	0x014726	1	identical
0x014726	0x014730	10	divergent
0x014730	0x014732	2	identical
0x014732	0x014767	53	divergent
0x014767	0x014768	1	identical
0x014768	0x014781	25	divergent
0x014781	0x014782	1	identical
0x014782	0x014794	18	divergent
0x014794	0x014796	2	identical
0x014796	0x014797	1	divergent
0x014797	0x014798	1	identical
0x014798	0x01479a	2	divergent
0x01479a	0x01479e	4	identical
0x01479e	0x0147e4	70	divergent
0x0147e4	0x0147e5	1	identical
0x0147e5	0x0147ef	10	divergent
0x0147ef	0x0147f0	1	identical
0x0147f0	0x01482f	63	divergent
0x01482f	0x014830	1	identical
0x014830	0x014835	5	divergent
0x014835	0x014836	1	identical
0x014836	0x01483d	7	divergent
0x01483d	0x01483e	1	identical
0x01483e	0x014872	52	divergent
0x014872	0x014874	2	identical
0x014874	0x014876	2	divergent
0x014876	0x014878	2	identical
0x014878	0x01487a	2	divergent
0x01487a	0x01487c	2	identical
0x01487c	0x0148a4	40	divergent
0x0148a4	0x0148a5	1	identical
0x0148a5	0x0148c7	34	divergent
0x0148c7	0x0148c8	1	identical
0x0148c8	0x0148d2	10	divergent
0x0148d2	0x0148d3	1	identical
0x0148d3	0x0148eb	24	divergent
0x0148eb	0x0148ec	1	identical
0x0148ec	0x0148f8	12	divergent
0x0148f8	0x0148f9	1	identical
0x0148f9	0x01493e	69	divergent
0x01493e	0x01493f	1	identical
0x01493f	0x01494d	14	divergent
0x01494d	0x01494e	1	identical
0x01494e	0x01496c	30	divergent
0x01496c	0x01496d	1	identical
0x01496d	0x014979	12	divergent
0x014979	0x01497a	1	identical
0x01497a	0x0149ab	49	divergent
0x0149ab	0x0149ac	1	identical
0x0149ac	0x0149e6	58	divergent
0x0149e6	0x0149e7	1	identical
0x0149e7	0x014a1b	52	divergent
0x014a1b	0x014a1c	1	identical
0x014a1c	0x014a2a	14	divergent
0x014a2a	0x014a2b	1	identical
0x014a2b	0x014a4e	35	divergent
0x014a4e	0x014a4f	1	identical
0x014a4f	0x014aa2	83	divergent
0x014aa2	0x014aa4	2	identical
0x014aa4	0x014b3b	151	divergent
0x014b3b	0x014b3c	1	identical
0x014b3c	0x014b46	10	divergent
0x014b46	0x014b47	1	identical
0x014b47	0x014bc5	126	divergent
0x014bc5	0x014bc6	1	identical
0x014bc6	0x014bf5	47	divergent
0x014bf5	0x014bf6	1	identical
0x014bf6	0x014c32	60	divergent
0x014c32	0x014c34	2	identical
0x014c34	0x014c36	2	divergent
0x014c36	0x014c38	2	identical
0x014c38	0x014c3a	2	divergent
0x014c3a	0x014c3c	2	identical
0x014c3c	0x014c3d	1	divergent
0x014c3d	0x014c40	3	identical
0x014c40	0x014c41	1	divergent
0x014c41	0x014c44	3	identical
0x014c44	0x014c46	2	divergent
0x014c46	0x014c48	2	identical
0x014c48	0x014c4a	2	divergent
0x014c4a	0x014c4c	2	identical
0x014c4c	0x014c81	53	divergent
0x014c81	0x014c82	1	identical
0x014c82	0x014c89	7	divergent
0x014c89	0x014c8a	1	identical
0x014c8a	0x014cd2	72	divergent
0x014cd2	0x014cd4	2	identical
0x014cd4	0x014cd6	2	divergent
0x014cd6	0x014cd8	2	identical
0x014cd8	0x014cda	2	divergent
0x014cda	0x014cdc	2	identical
0x014cdc	0x014d8a	174	divergent
0x014d8a	0x014d8b	1	identical
0x014d8b	0x014ddb	80	divergent
0x014ddb	0x014ddc	1	identical
0x014ddc	0x014de5	9	divergent
0x014de5	0x014de6	1	identical
0x014de6	0x014deb	5	divergent
0x014deb	0x014dec	1	identical
0x014dec	0x014e06	26	divergent
0x014e06	0x014e07	1	identical
0x014e07	0x014e24	29	divergent
0x014e24	0x014e25	1	identical
0x014e25	0x014e7a	85	divergent
0x014e7a	0x014e7b	1	identical
0x014e7b	0x014eb6	59	divergent
0x014eb6	0x014eb7	1	identical
0x014eb7	0x014ec3	12	divergent
0x014ec3	0x014ec4	1	identical
0x014ec4	0x014ecb	7	divergent
0x014ecb	0x014ecc	1	identical
0x014ecc	0x014ee4	24	divergent
0x014ee4	0x014ee5	1	identical
0x014ee5	0x014eee	9	divergent
0x014eee	0x014eef	1	identical
0x014eef	0x014ef3	4	divergent
0x014ef3	0x014ef4	1	identical
0x014ef4	0x014efc	8	divergent
0x014efc	0x014efd	1	identical
0x014efd	0x014f00	3	divergent
0x014f00	0x014f01	1	identical
0x014f01	0x014f71	112	divergent
0x014f71	0x014f72	1	identical
0x014f72	0x014f7a	8	divergent
0x014f7a	0x014f7b	1	identical
0x014f7b	0x014fa0	37	divergent
0x014fa0	0x014fa1	1	identical
0x014fa1	0x014fae	13	divergent
0x014fae	0x014faf	1	identical
0x014faf	0x014fb8	9	divergent
0x014fb8	0x014fb9	1	identical
0x014fb9	0x015003	74	divergent
0x015003	0x015005	2	identical
0x015005	0x01505b	86	divergent
0x01505b	0x01505c	1	identical
0x01505c	0x01509f	67	divergent
0x01509f	0x0150a0	1	identical
0x0150a0	0x0150d0	48	divergent
0x0150d0	0x0150d1	1	identical
0x0150d1	0x0150df	14	divergent
0x0150df	0x0150e0	1	identical
0x0150e0	0x015119	57	divergent
0x015119	0x01511c	3	identical
0x01511c	0x01511e	2	divergent
0x01511e	0x015120	2	identical
0x015120	0x015126	6	divergent
0x015126	0x015128	2	identical
0x015128	0x01512a	2	divergent
0x01512a	0x01512c	2	identical
0x01512c	0x01512d	1	divergent
0x01512d	0x015130	3	identical
0x015130	0x015133	3	divergent
0x015133	0x015134	1	identical
0x015134	0x015136	2	divergent
0x015136	0x015138	2	identical
0x015138	0x01513a	2	divergent
0x01513a	0x01513c	2	identical
0x01513c	0x01513e	2	divergent
0x01513e	0x015140	2	identical
0x015140	0x015143	3	divergent
0x015143	0x015144	1	identical
0x015144	0x015147	3	divergent
0x015147	0x015148	1	identical
0x015148	0x01514f	7	divergent
0x01514f	0x015150	1	identical
0x015150	0x015153	3	divergent
0x015153	0x015154	1	identical
0x015154	0x01515b	7	divergent
0x01515b	0x01515c	1	identical
0x01515c	0x01515f	3	divergent
0x01515f	0x015160	1	identical
0x015160	0x015163	3	divergent
0x015163	0x015164	1	identical
0x015164	0x015167	3	divergent
0x015167	0x015168	1	identical
0x015168	0x01516a	2	divergent
0x01516a	0x01516c	2	identical
0x01516c	0x01516e	2	divergent
0x01516e	0x015170	2	identical
0x015170	0x015177	7	divergent
0x015177	0x015178	1	identical
0x015178	0x01517b	3	divergent
0x01517b	0x01517c	1	identical
0x01517c	0x015183	7	divergent
0x015183	0x015184	1	identical
0x015184	0x015186	2	divergent
0x015186	0x015188	2	identical
0x015188	0x015191	9	divergent
0x015191	0x015194	3	identical
0x015194	0x015195	1	divergent
0x015195	0x015198	3	identical
0x015198	0x015199	1	divergent
0x015199	0x01519c	3	identical
0x01519c	0x0151a3	7	divergent
0x0151a3	0x0151a4	1	identical
0x0151a4	0x0151b4	16	divergent
0x0151b4	0x0151b5	1	identical
0x0151b5	0x0151ca	21	divergent
0x0151ca	0x0151cb	1	identical
0x0151cb	0x0151d5	10	divergent
0x0151d5	0x0151d6	1	identical
0x0151d6	0x015214	62	divergent
0x015214	0x015215	1	identical
0x015215	0x015216	1	divergent
0x015216	0x015217	1	identical
0x015217	0x015224	13	divergent
0x015224	0x015225	1	identical
0x015225	0x015240	27	divergent
0x015240	0x015241	1	identical
0x015241	0x015255	20	divergent
0x015255	0x015256	1	identical
0x015256	0x015257	1	divergent
0x015257	0x015258	1	identical
0x015258	0x015259	1	divergent
0x015259	0x01525a	1	identical
0x01525a	0x01526b	17	divergent
0x01526b	0x01526c	1	identical
0x01526c	0x015273	7	divergent
0x015273	0x015274	1	identical
0x015274	0x0152a4	48	divergent
0x0152a4	0x0152a5	1	identical
0x0152a5	0x0152d3	46	divergent
0x0152d3	0x0152d4	1	identical
0x0152d4	0x0152f1	29	divergent
0x0152f1	0x0152f2	1	identical
0x0152f2	0x01533c	74	divergent
0x01533c	0x01533d	1	identical
0x01533d	0x015340	3	divergent
0x015340	0x015341	1	identical
0x015341	0x015345	4	divergent
0x015345	0x015346	1	identical
0x015346	0x015348	2	divergent
0x015348	0x015349	1	identical
0x015349	0x0153a6	93	divergent
0x0153a6	0x0153ac	6	identical
0x0153ac	0x0153ad	1	divergent
0x0153ad	0x0153ae	1	identical
0x0153ae	0x0153af	1	divergent
0x0153af	0x0153b0	1	identical
0x0153b0	0x0153f9	73	divergent
0x0153f9	0x0153fa	1	identical
0x0153fa	0x015407	13	divergent
0x015407	0x015408	1	identical
0x015408	0x01542c	36	divergent
0x01542c	0x01542e	2	identical
0x01542e	0x015459	43	divergent
0x015459	0x01545a	1	identical
0x01545a	0x01545b	1	divergent
0x01545b	0x01545e	3	identical
0x01545e	0x01545f	1	divergent
0x01545f	0x015460	1	identical
0x015460	0x01546e	14	divergent
0x01546e	0x015470	2	identical
0x015470	0x01548f	31	divergent
0x01548f	0x015490	1	identical
0x015490	0x0154a5	21	divergent
0x0154a5	0x0154a6	1	identical
0x0154a6	0x0154cc	38	divergent
0x0154cc	0x0154cd	1	identical
0x0154cd	0x0154f9	44	divergent
0x0154f9	0x0154fe	5	identical
0x0154fe	0x015501	3	divergent
0x015501	0x015502	1	identical
0x015502	0x015582	128	divergent
0x015582	0x015583	1	identical
0x015583	0x0155db	88	divergent
0x0155db	0x0155dc	1	identical
0x0155dc	0x015618	60	divergent
0x015618	0x01561b	3	identical
0x01561b	0x015638	29	divergent
0x015638	0x01563b	3	identical
0x01563b	0x015679	62	divergent
0x015679	0x01567a	1	identical
0x01567a	0x01568a	16	divergent
0x01568a	0x01568b	1	identical
0x01568b	0x01568e	3	divergent
0x01568e	0x01568f	1	identical
0x01568f	0x015697	8	divergent
0x015697	0x015698	1	identical
0x015698	0x0156e6	78	divergent
0x0156e6	0x0156e7	1	identical
0x0156e7	0x015702	27	divergent
0x015702	0x015703	1	identical
0x015703	0x015718	21	divergent
0x015718	0x01571e	6	identical
0x01571e	0x01571f	1	divergent
0x01571f	0x01572f	16	identical
0x01572f	0x015731	2	divergent
0x015731	0x015732	1	identical
0x015732	0x015733	1	divergent
0x015733	0x015734	1	identical
0x015734	0x015737	3	divergent
0x015737	0x015738	1	identical
0x015738	0x015754	28	divergent
0x015754	0x015755	1	identical
0x015755	0x015759	4	divergent
0x015759	0x01575a	1	identical
0x01575a	0x015760	6	divergent
0x015760	0x015761	1	identical
0x015761	0x015763	2	divergent
0x015763	0x015764	1	identical
0x015764	0x015781	29	divergent
0x015781	0x015782	1	identical
0x015782	0x015788	6	divergent
0x015788	0x015789	1	identical
0x015789	0x01578b	2	divergent
0x01578b	0x01578c	1	identical
0x01578c	0x01579f	19	divergent
0x01579f	0x0157a0	1	identical
0x0157a0	0x0157d1	49	divergent
0x0157d1	0x0157d2	1	identical
0x0157d2	0x0157ee	28	divergent
0x0157ee	0x0157f0	2	identical
0x0157f0	0x01580f	31	divergent
0x01580f	0x015810	1	identical
0x015810	0x015816	6	divergent
0x015816	0x015817	1	identical
0x015817	0x01581d	6	divergent
0x01581d	0x01581e	1	identical
0x01581e	0x015822	4	divergent
0x015822	0x015823	1	identical
0x015823	0x01583d	26	divergent
0x01583d	0x01583e	1	identical
0x01583e	0x01583f	1	divergent
0x01583f	0x015840	1	identical
0x015840	0x015850	16	divergent
0x015850	0x015852	2	identical
0x015852	0x015853	1	divergent
0x015853	0x015854	1	identical
0x015854	0x015855	1	divergent
0x015855	0x015862	13	identical
0x015862	0x015863	1	divergent
0x015863	0x015864	1	identical
0x015864	0x015865	1	divergent
0x015865	0x015866	1	identical
0x015866	0x015872	12	divergent
0x015872	0x015873	1	identical
0x015873	0x0158b1	62	divergent
0x0158b1	0x0158b2	1	identical
0x0158b2	0x0158cb	25	divergent
0x0158cb	0x0158cc	1	identical
0x0158cc	0x0158d9	13	divergent
0x0158d9	0x0158da	1	identical
0x0158da	0x0158df	5	divergent
0x0158df	0x0158e0	1	identical
0x0158e0	0x0158f3	19	divergent
0x0158f3	0x0158f4	1	identical
0x0158f4	0x015904	16	divergent
0x015904	0x015905	1	identical
0x015905	0x01590a	5	divergent
0x01590a	0x01590c	2	identical
0x01590c	0x01590d	1	divergent
0x01590d	0x01590e	1	identical
0x01590e	0x01590f	1	divergent
0x01590f	0x015917	8	identical
0x015917	0x015919	2	divergent
0x015919	0x01591a	1	identical
0x01591a	0x01592e	20	divergent
0x01592e	0x01592f	1	identical
0x01592f	0x015943	20	divergent
0x015943	0x015944	1	identical
0x015944	0x015951	13	divergent
0x015951	0x015952	1	identical
0x015952	0x015963	17	divergent
0x015963	0x015964	1	identical
0x015964	0x01598b	39	divergent
0x01598b	0x01598c	1	identical
0x01598c	0x0159ab	31	divergent
0x0159ab	0x0159ac	1	identical
0x0159ac	0x0159cb	31	divergent
0x0159cb	0x0159cc	1	identical
0x0159cc	0x0159df	19	divergent
0x0159df	0x0159e0	1	identical
0x0159e0	0x0159f0	16	divergent
0x0159f0	0x0159f1	1	identical
0x0159f1	0x0159f7	6	divergent
0x0159f7	0x0159f8	1	identical
0x0159f8	0x0159fa	2	divergent
0x0159fa	0x0159fb	1	identical
0x0159fb	0x015a01	6	divergent
0x015a01	0x015a02	1	identical
0x015a02	0x015a22	32	divergent
0x015a22	0x015a23	1	identical
0x015a23	0x015a3b	24	divergent
0x015a3b	0x015a3c	1	identical
0x015a3c	0x015a65	41	divergent
0x015a65	0x015a66	1	identical
0x015a66	0x015a8e	40	divergent
0x015a8e	0x015a90	2	identical
0x015a90	0x015a91	1	divergent
0x015a91	0x015a92	1	identical
0x015a92	0x015ab6	36	divergent
0x015ab6	0x015ab8	2	identical
0x015ab8	0x015abc	4	divergent
0x015abc	0x015abd	1	identical
0x015abd	0x015ae2	37	divergent
0x015ae2	0x015ae3	1	identical
0x015ae3	0x015b01	30	divergent
0x015b01	0x015b02	1	identical
0x015b02	0x015b22	32	divergent
0x015b22	0x015b23	1	identical
0x015b23	0x015b29	6	divergent
0x015b29	0x015b2a	1	identical
0x015b2a	0x015b3b	17	divergent
0x015b3b	0x015b3c	1	identical
0x015b3c	0x015b45	9	divergent
0x015b45	0x015b46	1	identical
0x015b46	0x015b63	29	divergent
0x015b63	0x015b64	1	identical
0x015b64	0x015b6d	9	divergent
0x015b6d	0x015b6e	1	identical
0x015b6e	0x015b77	9	divergent
0x015b77	0x015b78	1	identical
0x015b78	0x015b86	14	divergent
0x015b86	0x015b88	2	identical
0x015b88	0x015b8d	5	divergent
0x015b8d	0x015b8e	1	identical
0x015b8e	0x015b9f	17	divergent
0x015b9f	0x015ba0	1	identical
0x015ba0	0x015ba9	9	divergent
0x015ba9	0x015baa	1	identical
0x015baa	0x015bbf	21	divergent
0x015bbf	0x015bc0	1	identical
0x015bc0	0x015bc7	7	divergent
0x015bc7	0x015bc8	1	identical
0x015bc8	0x015bcc	4	divergent
0x015bcc	0x015bce	2	identical
0x015bce	0x015be7	25	divergent
0x015be7	0x015be8	1	identical
0x015be8	0x015bef	7	divergent
0x015bef	0x015bf0	1	identical
0x015bf0	0x015c05	21	divergent
0x015c05	0x015c06	1	identical
0x015c06	0x015c08	2	divergent
0x015c08	0x015c0c	4	identical
0x015c0c	0x015c13	7	divergent
0x015c13	0x015c14	1	identical
0x015c14	0x015c1f	11	divergent
0x015c1f	0x015c20	1	identical
0x015c20	0x015c3d	29	divergent
0x015c3d	0x015c3e	1	identical
0x015c3e	0x015c59	27	divergent
0x015c59	0x015c5a	1	identical
0x015c5a	0x015c63	9	divergent
0x015c63	0x015c64	1	identical
0x015c64	0x015c81	29	divergent
0x015c81	0x015c82	1	identical
0x015c82	0x015caa	40	divergent
0x015caa	0x015cab	1	identical
0x015cab	0x015cb4	9	divergent
0x015cb4	0x015cb5	1	identical
0x015cb5	0x015cbf	10	divergent
0x015cbf	0x015cc0	1	identical
0x015cc0	0x015ccb	11	divergent
0x015ccb	0x015ccc	1	identical
0x015ccc	0x015d00	52	divergent
0x015d00	0x015d01	1	identical
0x015d01	0x015d07	6	divergent
0x015d07	0x015d08	1	identical
0x015d08	0x015d1d	21	divergent
0x015d1d	0x015d1e	1	identical
0x015d1e	0x015d25	7	divergent
0x015d25	0x015d26	1	identical
0x015d26	0x015d31	11	divergent
0x015d31	0x015d32	1	identical
0x015d32	0x015d45	19	divergent
0x015d45	0x015d46	1	identical
0x015d46	0x015d4c	6	divergent
0x015d4c	0x015d4d	1	identical
0x015d4d	0x015d5b	14	divergent
0x015d5b	0x015d5c	1	identical
0x015d5c	0x015d8d	49	divergent
0x015d8d	0x015d8e	1	identical
0x015d8e	0x015da1	19	divergent
0x015da1	0x015da2	1	identical
0x015da2	0x015daf	13	divergent
0x015daf	0x015db0	1	identical
0x015db0	0x015dbd	13	divergent
0x015dbd	0x015dbe	1	identical
0x015dbe	0x015de2	36	divergent
0x015de2	0x015de3	1	identical
0x015de3	0x015deb	8	divergent
0x015deb	0x015dec	1	identical
0x015dec	0x015dee	2	divergent
0x015dee	0x015df5	7	identical
0x015df5	0x015df7	2	divergent
0x015df7	0x015df8	1	identical
0x015df8	0x015e32	58	divergent
0x015e32	0x015e34	2	identical
0x015e34	0x015e35	1	divergent
0x015e35	0x015e36	1	identical
0x015e36	0x015e37	1	divergent
0x015e37	0x015e38	1	identical
0x015e38	0x015e39	1	divergent
0x015e39	0x015e44	11	identical
0x015e44	0x015e45	1	divergent
0x015e45	0x015e46	1	identical
0x015e46	0x015e51	11	divergent
0x015e51	0x015e52	1	identical
0x015e52	0x015e6f	29	divergent
0x015e6f	0x015e70	1	identical
0x015e70	0x015e83	19	divergent
0x015e83	0x015e84	1	identical
0x015e84	0x015e8b	7	divergent
0x015e8b	0x015e8c	1	identical
0x015e8c	0x015ea7	27	divergent
0x015ea7	0x015ea8	1	identical
0x015ea8	0x015ebd	21	divergent
0x015ebd	0x015ebe	1	identical
0x015ebe	0x015ed7	25	divergent
0x015ed7	0x015ed8	1	identical
0x015ed8	0x015edf	7	divergent
0x015edf	0x015ee0	1	identical
0x015ee0	0x015ee2	2	divergent
0x015ee2	0x015ee3	1	identical
0x015ee3	0x015ef3	16	divergent
0x015ef3	0x015ef4	1	identical
0x015ef4	0x015f0c	24	divergent
0x015f0c	0x015f0d	1	identical
0x015f0d	0x015f0e	1	divergent
0x015f0e	0x015f0f	1	identical
0x015f0f	0x015f15	6	divergent
0x015f15	0x015f16	1	identical
0x015f16	0x015f38	34	divergent
0x015f38	0x015f39	1	identical
0x015f39	0x015f5c	35	divergent
0x015f5c	0x015f5e	2	identical
0x015f5e	0x015f5f	1	divergent
0x015f5f	0x015f60	1	identical
0x015f60	0x015f61	1	divergent
0x015f61	0x015f62	1	identical
0x015f62	0x015f64	2	divergent
0x015f64	0x015f6e	10	identical
0x015f6e	0x015f6f	1	divergent
0x015f6f	0x015f70	1	identical
0x015f70	0x015f98	40	divergent
0x015f98	0x015f9c	4	identical
0x015f9c	0x015f9d	1	divergent
0x015f9d	0x015f9e	1	identical
0x015f9e	0x015f9f	1	divergent
0x015f9f	0x015fa0	1	identical
0x015fa0	0x015fa2	2	divergent
0x015fa2	0x015fac	10	identical
0x015fac	0x015fbb	15	divergent
0x015fbb	0x015fbc	1	identical
0x015fbc	0x015fdd	33	divergent
0x015fdd	0x015fde	1	identical
0x015fde	0x015feb	13	divergent
0x015feb	0x015fec	1	identical
0x015fec	0x015ff3	7	divergent
0x015ff3	0x015ff4	1	identical
0x015ff4	0x016001	13	divergent
0x016001	0x016002	1	identical
0x016002	0x016015	19	divergent
0x016015	0x016016	1	identical
0x016016	0x01602b	21	divergent
0x01602b	0x01602c	1	identical
0x01602c	0x01603f	19	divergent
0x01603f	0x016040	1	identical
0x016040	0x016054	20	divergent
0x016054	0x016055	1	identical
0x016055	0x016067	18	divergent
0x016067	0x016068	1	identical
0x016068	0x016079	17	divergent
0x016079	0x01607a	1	identical
0x01607a	0x0160a1	39	divergent
0x0160a1	0x0160a2	1	identical
0x0160a2	0x0160b6	20	divergent
0x0160b6	0x0160b7	1	identical
0x0160b7	0x0160c6	15	divergent
0x0160c6	0x0160c8	2	identical
0x0160c8	0x0160dc	20	divergent
0x0160dc	0x0160dd	1	identical
0x0160dd	0x0160e7	10	divergent
0x0160e7	0x0160e8	1	identical
0x0160e8	0x0160ec	4	divergent
0x0160ec	0x0160ee	2	identical
0x0160ee	0x0160f3	5	divergent
