start	end	size	type
0x010b1f	0x010b20	1	identical
0x010b20	0x010b2e	14	divergent
0x010b2e	0x010b2f	1	identical
0x010b2f	0x010b32	3	divergent
0x010b32	0x010b33	1	identical
0x010b33	0x010b37	4	divergent
0x010b37	0x010b38	1	identical
0x010b38	0x010b3b	3	divergent
0x010b3b	0x010b3c	1	identical
0x010b3c	0x010b44	8	divergent
0x010b44	0x010b45	1	identical
0x010b45	0x010b92	77	divergent
0x010b92	0x010b93	1	identical
0x010b93	0x010c1a	135	divergent
0x010c1a	0x010c1b	1	identical
0x010c1b	0x010c4d	50	divergent
0x010c4d	0x010c50	3	identical
0x010c50	0x010c56	6	divergent
0x010c56	0x010c57	1	identical
0x010c57	0x010c61	10	divergent
0x010c61	0x010c62	1	identical
0x010c62	0x010c8f	45	divergent
0x010c8f	0x010c90	1	identical
0x010c90	0x010ca0	16	divergent
0x010ca0	0x010ca1	1	identical
0x010ca1	0x010ce0	63	divergent
0x010ce0	0x010ce1	1	identical
0x010ce1	0x010d58	119	divergent
0x010d58	0x010d59	1	identical
0x010d59	0x010d81	40	divergent
0x010d81	0x010d82	1	identical
0x010d82	0x010da6	36	divergent
0x010da6	0x010da7	1	identical
0x010da7	0x010e39	146	divergent
0x010e39	0x010e3a	1	identical
0x010e3a	0x010e63	41	divergent
0x010e63	0x010e64	1	identical
0x010e64	0x010e87	35	divergent
0x010e87	0x010e88	1	identical
0x010e88	0x010e9a	18	divergent
0x010e9a	0x010e9c	2	identical
0x010e9c	0x010e9d	1	divergent
0x010e9d	0x010e9e	1	identical
0x010e9e	0x010ea1	3	divergent
0x010ea1	0x010ea2	1	identical
0x010ea2	0x010ed1	47	divergent
0x010ed1	0x010ed2	1	identical
0x010ed2	0x010ed3	1	divergent
0x010ed3	0x010ed4	1	identical
0x010ed4	0x010ee8	20	divergent
0x010ee8	0x010eec	4	identical
0x010eec	0x010eed	1	divergent
0x010eed	0x010eee	1	identical
0x010eee	0x010eef	1	divergent
0x010eef	0x010ef2	3	identical
0x010ef2	0x010f13	33	divergent
0x010f13	0x010f14	1	identical
0x010f14	0x010f32	30	divergent
0x010f32	0x010f34	2	identical
0x010f34	0x010f55	33	divergent
0x010f55	0x010f56	1	identical
0x010f56	0x010fa1	75	divergent
0x010fa1	0x010fa2	1	identical
0x010fa2	0x010ff2	80	divergent
0x010ff2	0x010ff3	1	identical
0x010ff3	0x011028	53	divergent
0x011028	0x01102a	2	identical
0x01102a	0x01105a	48	divergent
0x01105a	0x01105b	1	identical
0x01105b	0x011095	58	divergent
0x011095	0x011098	3	identical
0x011098	0x011099	1	divergent
0x011099	0x01109a	1	identical
0x01109a	0x0110ba	32	divergent
0x0110ba	0x0110bb	1	identical
0x0110bb	0x011147	140	divergent
0x011147	0x011148	1	identical
0x011148	0x011154	12	divergent
0x011154	0x011155	1	identical
0x011155	0x011157	2	divergent
0x011157	0x011158	1	identical
0x011158	0x011159	1	divergent
0x011159	0x01115a	1	identical
0x01115a	0x011183	41	divergent
0x011183	0x011184	1	identical
0x011184	0x011185	1	divergent
0x011185	0x011186	1	identical
0x011186	0x0111bb	53	divergent
0x0111bb	0x0111bc	1	identical
0x0111bc	0x0111bd	1	divergent
0x0111bd	0x0111be	1	identical
0x0111be	0x0111fa	60	divergent
0x0111fa	0x0111fb	1	identical
0x0111fb	0x011219	30	divergent
0x011219	0x01121a	1	identical
0x01121a	0x01125c	66	divergent
0x01125c	0x01125d	1	identical
0x01125d	0x01128d	48	divergent
0x01128d	0x01128e	1	identical
0x01128e	0x011291	3	divergent
0x011291	0x011292	1	identical
0x011292	0x011335	163	divergent
0x011335	0x011336	1	identical
0x011336	0x011346	16	divergent
0x011346	0x011347	1	identical
0x011347	0x01134a	3	divergent
0x01134a	0x01134b	1	identical
0x01134b	0x01134f	4	divergent
0x01134f	0x011350	1	identical
0x011350	0x01135a	10	divergent
0x01135a	0x01135b	1	identical
0x01135b	0x011384	41	divergent
0x011384	0x011385	1	identical
0x011385	0x0113c2	61	divergent
0x0113c2	0x0113c3	1	identical
0x0113c3	0x0113c9	6	divergent
0x0113c9	0x0113ca	1	identical
0x0113ca	0x0113dd	19	divergent
0x0113dd	0x0113de	1	identical
0x0113de	0x0113f7	25	divergent
0x0113f7	0x0113f8	1	identical
0x0113f8	0x0113f9	1	divergent
0x0113f9	0x0113fa	1	identical
0x0113fa	0x01140a	16	divergent
0x01140a	0x01140b	1	identical
0x01140b	0x01149c	145	divergent
0x01149c	0x01149d	1	identical
0x01149d	0x0114a3	6	divergent
0x0114a3	0x0114a4	1	identical
0x0114a4	0x0114b1	13	divergent
0x0114b1	0x0114b2	1	identical
0x0114b2	0x0114c8	22	divergent
0x0114c8	0x0114c9	1	identical
0x0114c9	0x0114ce	5	divergent
0x0114ce	0x0114cf	1	identical
0x0114cf	0x0114ee	31	divergent
0x0114ee	0x0114ef	1	identical
0x0114ef	0x011537	72	divergent
0x011537	0x011538	1	identical
0x011538	0x01153b	3	divergent
0x01153b	0x01153c	1	identical
0x01153c	0x01153f	3	divergent
0x01153f	0x011540	1	identical
0x011540	0x011552	18	divergent
0x011552	0x011554	2	identical
0x011554	0x011557	3	divergent
0x011557	0x011558	1	identical
0x011558	0x0115b7	95	divergent
0x0115b7	0x0115b8	1	identical
0x0115b8	0x0115c2	10	divergent
0x0115c2	0x0115c3	1	identical
0x0115c3	0x0115ce	11	divergent
0x0115ce	0x0115cf	1	identical
0x0115cf	0x0115da	11	divergent
0x0115da	0x0115db	1	identical
0x0115db	0x011621	70	divergent
0x011621	0x011622	1	identical
0x011622	0x011623	1	divergent
0x011623	0x011624	1	identical
0x011624	0x011634	16	divergent
0x011634	0x011635	1	identical
0x011635	0x01173c	263	divergent
0x01173c	0x01173e	2	identical
0x01173e	0x01176f	49	divergent
0x01176f	0x011770	1	identical
0x011770	0x01179c	44	divergent
0x01179c	0x01179d	1	identical
0x01179d	0x01179e	1	divergent
0x01179e	0x01179f	1	identical
0x01179f	0x0117a0	1	divergent
0x0117a0	0x0117a1	1	identical
0x0117a1	0x0117d5	52	divergent
0x0117d5	0x0117d6	1	identical
0x0117d6	0x011837	97	divergent
0x011837	0x011838	1	identical
0x011838	0x01183a	2	divergent
0x01183a	0x011840	6	identical
0x011840	0x011841	1	divergent
0x011841	0x011848	7	identical
0x011848	0x01184e	6	divergent
0x01184e	0x011850	2	identical
0x011850	0x011851	1	divergent
0x011851	0x011852	1	identical
0x011852	0x011856	4	divergent
0x011856	0x011857	1	identical
0x011857	0x011892	59	divergent
0x011892	0x011893	1	identical
0x011893	0x011895	2	divergent
0x011895	0x011896	1	identical
0x011896	0x0118d0	58	divergent
0x0118d0	0x0118d1	1	identical
0x0118d1	0x0118fc	43	divergent
0x0118fc	0x0118fd	1	identical
0x0118fd	0x0118fe	1	divergent
0x0118fe	0x0118ff	1	identical
0x0118ff	0x011962	99	divergent
0x011962	0x011964	2	identical
0x011964	0x011966	2	divergent
0x011966	0x011968	2	identical
0x011968	0x01196b	3	divergent
0x01196b	0x01196c	1	identical
0x01196c	0x0119aa	62	divergent
0x0119aa	0x0119ab	1	identical
0x0119ab	0x0119b9	14	divergent
0x0119b9	0x0119ba	1	identical
0x0119ba	0x0119ea	48	divergent
0x0119ea	0x0119eb	1	identical
0x0119eb	0x011a02	23	divergent
0x011a02	0x011a03	1	identical
0x011a03	0x011a62	95	divergent
0x011a62	0x011a66	4	identical
0x011a66	0x011a67	1	divergent
0x011a67	0x011a68	1	identical
0x011a68	0x011aa2	58	divergent
0x011aa2	0x011aa3	1	identical
0x011aa3	0x011ab8	21	divergent
0x011ab8	0x011ab9	1	identical
0x011ab9	0x011aba	1	divergent
0x011aba	0x011abb	1	identical
0x011abb	0x011abe	3	divergent
0x011abe	0x011abf	1	identical
0x011abf	0x011aff	64	divergent
0x011aff	0x011b00	1	identical
0x011b00	0x011b05	5	divergent
0x011b05	0x011b06	1	identical
0x011b06	0x011b0c	6	divergent
0x011b0c	0x011b0d	1	identical
0x011b0d	0x011b11	4	divergent
0x011b11	0x011b12	1	identical
0x011b12	0x011b15	3	divergent
0x011b15	0x011b16	1	identical
0x011b16	0x011b34	30	divergent
0x011b34	0x011b35	1	identical
0x011b35	0x011b92	93	divergent
0x011b92	0x011b93	1	identical
0x011b93	0x011b94	1	divergent
0x011b94	0x011b95	1	identical
0x011b95	0x011bf0	91	divergent
0x011bf0	0x011bf1	1	identical
0x011bf1	0x011c39	72	divergent
0x011c39	0x011c3a	1	identical
0x011c3a	0x011c61	39	divergent
0x011c61	0x011c62	1	identical
0x011c62	0x011c6d	11	divergent
0x011c6d	0x011c6e	1	identical
0x011c6e	0x011c90	34	divergent
0x011c90	0x011c91	1	identical
0x011c91	0x011cc9	56	divergent
0x011cc9	0x011cca	1	identical
0x011cca	0x011d31	103	divergent
0x011d31	0x011d32	1	identical
0x011d32	0x011d37	5	divergent
0x011d37	0x011d38	1	identical
0x011d38	0x011d74	60	divergent
0x011d74	0x011d75	1	identical
0x011d75	0x011d8b	22	divergent
0x011d8b	0x011d8c	1	identical
0x011d8c	0x011d94	8	divergent
0x011d94	0x011d95	1	identical
0x011d95	0x011db4	31	divergent
0x011db4	0x011db5	1	identical
0x011db5	0x011de4	47	divergent
0x011de4	0x011de5	1	identical
0x011de5	0x011e0b	38	divergent
0x011e0b	0x011e0c	1	identical
0x011e0c	0x011e0e	2	divergent
0x011e0e	0x011e10	2	identical
0x011e10	0x011e13	3	divergent
0x011e13	0x011e14	1	identical
0x011e14	0x011e2f	27	divergent
0x011e2f	0x011e30	1	identical
0x011e30	0x011e33	3	divergent
0x011e33	0x011e34	1	identical
0x011e34	0x011e46	18	divergent
0x011e46	0x011e4a	4	identical
0x011e4a	0x011e4c	2	divergent
0x011e4c	0x011e50	4	identical
0x011e50	0x011e57	7	divergent
0x011e57	0x011e58	1	identical
0x011e58	0x011e59	1	divergent
0x011e59	0x011e5a	1	identical
0x011e5a	0x011e6a	16	divergent
0x011e6a	0x011e6b	1	identical
0x011e6b	0x011e89	30	divergent
0x011e89	0x011e8a	1	identical
0x011e8a	0x011e8b	1	divergent
0x011e8b	0x011e8c	1	identical
0x011e8c	0x011ef2	102	divergent
0x011ef2	0x011ef3	1	identical
0x011ef3	0x011f56	99	divergent
0x011f56	0x011f58	2	identical
0x011f58	0x011f7d	37	divergent
0x011f7d	0x011f7e	1	identical
0x011f7e	0x011ff5	119	divergent
0x011ff5	0x011ff6	1	identical
0x011ff6	0x012026	48	divergent
0x012026	0x012028	2	identical
0x012028	0x01203a	18	divergent
0x01203a	0x01203e	4	identical
0x01203e	0x012044	6	divergent
0x012044	0x012045	1	identical
0x012045	0x012073	46	divergent
0x012073	0x012074	1	identical
0x012074	0x01207a	6	divergent
0x01207a	0x01207b	1	identical
0x01207b	0x01207c	1	divergent
0x01207c	0x012080	4	identical
0x012080	0x012081	1	divergent
0x012081	0x012082	1	identical
0x012082	0x0120be	60	divergent
0x0120be	0x0120c0	2	identical
0x0120c0	0x0120f1	49	divergent
0x0120f1	0x0120f2	1	identical
0x0120f2	0x01217a	136	divergent
0x01217a	0x01217b	1	identical
0x01217b	0x012193	24	divergent
0x012193	0x012194	1	identical
0x012194	0x01219a	6	divergent
0x01219a	0x01219b	1	identical
0x01219b	0x0121cf	52	divergent
0x0121cf	0x0121d0	1	identical
0x0121d0	0x012228	88	divergent
0x012228	0x012229	1	identical
0x012229	0x01222b	2	divergent
0x01222b	0x01222c	1	identical
0x01222c	0x012239	13	divergent
0x012239	0x01223a	1	identical
0x01223a	0x012242	8	divergent
0x012242	0x012243	1	identical
0x012243	0x01225b	24	divergent
0x01225b	0x01225e	3	identical
0x01225e	0x012267	9	divergent
0x012267	0x012268	1	identical
0x012268	0x012280	24	divergent
0x012280	0x012281	1	identical
0x012281	0x01228c	11	divergent
0x01228c	0x01228d	1	identical
0x01228d	0x0122a1	20	divergent
0x0122a1	0x0122a2	1	identical
0x0122a2	0x0122b0	14	divergent
0x0122b0	0x0122b1	1	identical
0x0122b1	0x0122c9	24	divergent
0x0122c9	0x0122ca	1	identical
0x0122ca	0x0122cb	1	divergent
0x0122cb	0x0122cc	1	identical
0x0122cc	0x0122e5	25	divergent
0x0122e5	0x0122e6	1	identical
0x0122e6	0x0122e7	1	divergent
0x0122e7	0x0122e8	1	identical
0x0122e8	0x0122eb	3	divergent
0x0122eb	0x0122ec	1	identical
0x0122ec	0x012318	44	divergent
0x012318	0x012319	1	identical
0x012319	0x012326	13	divergent
0x012326	0x012328	2	identical
0x012328	0x012336	14	divergent
0x012336	0x012337	1	identical
0x012337	0x01233c	5	divergent
0x01233c	0x01233d	1	identical
0x01233d	0x01236c	47	divergent
0x01236c	0x01236d	1	identical
0x01236d	0x0123b2	69	divergent
0x0123b2	0x0123b3	1	identical
0x0123b3	0x0123d8	37	divergent
0x0123d8	0x0123d9	1	identical
0x0123d9	0x0123fc	35	divergent
0x0123fc	0x0123fd	1	identical
0x0123fd	0x0123fe	1	divergent
0x0123fe	0x0123ff	1	identical
0x0123ff	0x012428	41	divergent
0x012428	0x012429	1	identical
0x012429	0x01243d	20	divergent
0x01243d	0x01243e	1	identical
0x01243e	0x012450	18	divergent
0x012450	0x012451	1	identical
0x012451	0x012470	31	divergent
0x012470	0x012471	1	identical
0x012471	0x012479	8	divergent
0x012479	0x01247a	1	identical
0x01247a	0x0124ad	51	divergent
0x0124ad	0x0124b2	5	identical
0x0124b2	0x0124b3	1	divergent
0x0124b3	0x0124b6	3	identical
0x0124b6	0x0124b7	1	divergent
0x0124b7	0x0124bc	5	identical
0x0124bc	0x0124bd	1	divergent
0x0124bd	0x0124c2	5	identical
0x0124c2	0x0124c4	2	divergent
0x0124c4	0x0124c6	2	identical
0x0124c6	0x0124c7	1	divergent
0x0124c7	0x0124cc	5	identical
0x0124cc	0x012578	172	divergent
0x012578	0x01257a	2	identical
0x01257a	0x01257b	1	divergent
0x01257b	0x01257c	1	identical
0x01257c	0x012582	6	divergent
0x012582	0x012584	2	identical
0x012584	0x012585	1	divergent
0x012585	0x012586	1	identical
0x012586	0x012588	2	divergent
0x012588	0x012589	1	identical
0x012589	0x01261e	149	divergent
0x01261e	0x01261f	1	identical
0x01261f	0x012632	19	divergent
0x012632	0x012633	1	identical
0x012633	0x01263e	11	divergent
0x01263e	0x01263f	1	identical
0x01263f	0x012652	19	divergent
0x012652	0x012653	1	identical
0x012653	0x012665	18	divergent
0x012665	0x012666	1	identical
0x012666	0x012671	11	divergent
0x012671	0x012672	1	identical
0x012672	0x012675	3	divergent
0x012675	0x012676	1	identical
0x012676	0x01267c	6	divergent
0x01267c	0x01267e	2	identical
0x01267e	0x01267f	1	divergent
0x01267f	0x012682	3	identical
0x012682	0x012683	1	divergent
0x012683	0x01268a	7	identical
0x01268a	0x01268b	1	divergent
0x01268b	0x012698	13	identical
0x012698	0x012699	1	divergent
0x012699	0x01269d	4	identical
0x01269d	0x0126a1	4	divergent
0x0126a1	0x0126a2	1	identical
0x0126a2	0x0126d3	49	divergent
0x0126d3	0x0126d4	1	identical
0x0126d4	0x0126ff	43	divergent
0x0126ff	0x012700	1	identical
0x012700	0x012702	2	divergent
0x012702	0x012708	6	identical
0x012708	0x012709	1	divergent
0x012709	0x012714	11	identical
0x012714	0x012716	2	divergent
0x012716	0x01271a	4	identical
0x01271a	0x01272a	16	divergent
0x01272a	0x01272b	1	identical
0x01272b	0x012746	27	divergent
0x012746	0x012747	1	identical
0x012747	0x012762	27	divergent
0x012762	0x012763	1	identical
0x012763	0x012764	1	divergent
0x012764	0x012765	1	identical
0x012765	0x012766	1	divergent
0x012766	0x012767	1	identical
0x012767	0x0127bf	88	divergent
0x0127bf	0x0127c0	1	identical
0x0127c0	0x0127d3	19	divergent
0x0127d3	0x0127d4	1	identical
0x0127d4	0x0127e6	18	divergent
0x0127e6	0x0127e7	1	identical
0x0127e7	0x01280a	35	divergent
0x01280a	0x01280b	1	identical
0x01280b	0x012839	46	divergent
0x012839	0x01283a	1	identical
0x01283a	0x01284d	19	divergent
0x01284d	0x01284e	1	identical
0x01284e	0x01284f	1	divergent
0x01284f	0x012851	2	identical
0x012851	0x01285a	9	divergent
0x01285a	0x01285b	1	identical
0x01285b	0x012861	6	divergent
0x012861	0x012862	1	identical
0x012862	0x012893	49	divergent
0x012893	0x012894	1	identical
0x012894	0x0128ef	91	divergent
0x0128ef	0x0128f0	1	identical
0x0128f0	0x012948	88	divergent
0x012948	0x012949	1	identical
0x012949	0x012957	14	divergent
0x012957	0x012958	1	identical
0x012958	0x01295b	3	divergent
0x01295b	0x01295c	1	identical
0x01295c	0x01298f	51	divergent
0x01298f	0x012990	1	identical
0x012990	0x0129a4	20	divergent
0x0129a4	0x0129ac	8	identical
0x0129ac	0x0129ae	2	divergent
0x0129ae	0x0129b4	6	identical
0x0129b4	0x0129dd	41	divergent
0x0129dd	0x0129de	1	identical
0x0129de	0x0129eb	13	divergent
0x0129eb	0x0129ec	1	identical
0x0129ec	0x0129ed	1	divergent
0x0129ed	0x0129ee	1	identical
0x0129ee	0x012a0b	29	divergent
0x012a0b	0x012a0c	1	identical
0x012a0c	0x012a1c	16	divergent
0x012a1c	0x012a1d	1	identical
0x012a1d	0x012a2b	14	divergent
0x012a2b	0x012a2c	1	identical
0x012a2c	0x012a2f	3	divergent
0x012a2f	0x012a30	1	identical
0x012a30	0x012a62	50	divergent
0x012a62	0x012a63	1	identical
0x012a63	0x012a68	5	divergent
0x012a68	0x012a69	1	identical
0x012a69	0x012a6b	2	divergent
0x012a6b	0x012a6c	1	identical
0x012a6c	0x012a70	4	divergent
0x012a70	0x012a71	1	identical
0x012a71	0x012a73	2	divergent
0x012a73	0x012a75	2	identical
0x012a75	0x012a76	1	divergent
0x012a76	0x012a77	1	identical
0x012a77	0x012a7e	7	divergent
0x012a7e	0x012a7f	1	identical
0x012a7f	0x012ac9	74	divergent
0x012ac9	0x012aca	1	identical
0x012aca	0x012afd	51	divergent
0x012afd	0x012afe	1	identical
0x012afe	0x012b1e	32	divergent
0x012b1e	0x012b1f	1	identical
0x012b1f	0x012b21	2	divergent
0x012b21	0x012b22	1	identical
0x012b22	0x012b24	2	divergent
0x012b24	0x012b25	1	identical
0x012b25	0x012bd0	171	divergent
0x012bd0	0x012bd2	2	identical
0x012bd2	0x012bd3	1	divergent
0x012bd3	0x012bd4	1	identical
0x012bd4	0x012c12	62	divergent
0x012c12	0x012c13	1	identical
0x012c13	0x012c36	35	divergent
0x012c36	0x012c37	1	identical
0x012c37	0x012c64	45	divergent
0x012c64	0x012c65	1	identical
0x012c65	0x012c7b	22	divergent
0x012c7b	0x012c7e	3	identical
0x012c7e	0x012c7f	1	divergent
0x012c7f	0x012c82	3	identical
0x012c82	0x012c83	1	divergent
0x012c83	0x012c85	2	identical
0x012c85	0x012c87	2	divergent
0x012c87	0x012c8a	3	identical
0x012c8a	0x012cb5	43	divergent
0x012cb5	0x012cb6	1	identical
0x012cb6	0x012ced	55	divergent
0x012ced	0x012cee	1	identical
0x012cee	0x012d46	88	divergent
0x012d46	0x012d47	1	identical
0x012d47	0x012d49	2	divergent
0x012d49	0x012d4a	1	identical
0x012d4a	0x012d62	24	divergent
0x012d62	0x012d63	1	identical
0x012d63	0x012daa	71	divergent
0x012daa	0x012dab	1	identical
0x012dab	0x012dcb	32	divergent
0x012dcb	0x012dcc	1	identical
0x012dcc	0x012e00	52	divergent
0x012e00	0x012e01	1	identical
0x012e01	0x012e03	2	divergent
0x012e03	0x012e04	1	identical
0x012e04	0x012e5b	87	divergent
0x012e5b	0x012e5c	1	identical
0x012e5c	0x012e61	5	divergent
0x012e61	0x012e62	1	identical
0x012e62	0x012e71	15	divergent
0x012e71	0x012e72	1	identical
0x012e72	0x012e74	2	divergent
0x012e74	0x012e76	2	identical
0x012e76	0x012e9e	40	divergent
0x012e9e	0x012e9f	1	identical
0x012e9f	0x012eaa	11	divergent
0x012eaa	0x012eab	1	identical
0x012eab	0x012eca	31	divergent
0x012eca	0x012ecc	2	identical
0x012ecc	0x012ecf	3	divergent
0x012ecf	0x012ed0	1	identical
0x012ed0	0x012f06	54	divergent
0x012f06	0x012f07	1	identical
0x012f07	0x012f0f	8	divergent
0x012f0f	0x012f10	1	identical
0x012f10	0x012f13	3	divergent
0x012f13	0x012f14	1	identical
0x012f14	0x012f15	1	divergent
0x012f15	0x012f16	1	identical
0x012f16	0x012f2f	25	divergent
0x012f2f	0x012f31	2	identical
0x012f31	0x012f3b	10	divergent
0x012f3b	0x012f3c	1	identical
0x012f3c	0x012f4f	19	divergent
0x012f4f	0x012f50	1	identical
0x012f50	0x012f51	1	divergent
0x012f51	0x012f52	1	identical
0x012f52	0x012f7a	40	divergent
0x012f7a	0x012f7b	1	identical
0x012f7b	0x012f7d	2	divergent
0x012f7d	0x012f7e	1	identical
0x012f7e	0x012f91	19	divergent
0x012f91	0x012f92	1	identical
0x012f92	0x012f93	1	divergent
0x012f93	0x012f94	1	identical
0x012f94	0x012fbb	39	divergent
0x012fbb	0x012fbc	1	identical
0x012fbc	0x013020	100	divergent
0x013020	0x013021	1	identical
0x013021	0x013062	65	divergent
0x013062	0x013063	1	identical
0x013063	0x0130ec	137	divergent
0x0130ec	0x0130ed	1	identical
0x0130ed	0x01313a	77	divergent
0x01313a	0x01313b	1	identical
0x01313b	0x013155	26	divergent
0x013155	0x013156	1	identical
0x013156	0x013185	47	divergent
0x013185	0x013186	1	identical
0x013186	0x013194	14	divergent
0x013194	0x013195	1	identical
0x013195	0x0131ae	25	divergent
0x0131ae	0x0131af	1	identical
0x0131af	0x0131b4	5	divergent
0x0131b4	0x0131b5	1	identical
0x0131b5	0x0131c0	11	divergent
0x0131c0	0x0131c1	1	identical
0x0131c1	0x0131ca	9	divergent
0x0131ca	0x0131cb	1	identical
0x0131cb	0x013210	69	divergent
0x013210	0x013214	4	identical
0x013214	0x013236	34	divergent
0x013236	0x013237	1	identical
0x013237	0x01324a	19	divergent
0x01324a	0x01324c	2	identical
0x01324c	0x01325b	15	divergent
0x01325b	0x01325c	1	identical
0x01325c	0x01327d	33	divergent
0x01327d	0x01327e	1	identical
0x01327e	0x01327f	1	divergent
0x01327f	0x013280	1	identical
0x013280	0x0132b2	50	divergent
0x0132b2	0x0132b3	1	identical
0x0132b3	0x0132fa	71	divergent
0x0132fa	0x0132fb	1	identical
0x0132fb	0x013301	6	divergent
0x013301	0x013302	1	identical
0x013302	0x013306	4	divergent
0x013306	0x013307	1	identical
0x013307	0x013316	15	divergent
0x013316	0x013317	1	identical
0x013317	0x013361	74	divergent
0x013361	0x013362	1	identical
0x013362	0x0133cf	109	divergent
0x0133cf	0x0133d0	1	identical
0x0133d0	0x0133da	10	divergent
0x0133da	0x0133db	1	identical
0x0133db	0x0133f1	22	divergent
0x0133f1	0x0133f2	1	identical
0x0133f2	0x01341b	41	divergent
0x01341b	0x01341c	1	identical
0x01341c	0x01344a	46	divergent
0x01344a	0x01344c	2	identical
0x01344c	0x013453	7	divergent
0x013453	0x013454	1	identical
0x013454	0x013457	3	divergent
0x013457	0x013458	1	identical
0x013458	0x013477	31	divergent
0x013477	0x013478	1	identical
0x013478	0x01347a	2	divergent
0x01347a	0x01347b	1	identical
0x01347b	0x013484	9	divergent
0x013484	0x013485	1	identical
0x013485	0x013490	11	divergent
0x013490	0x013491	1	identical
0x013491	0x0134ac	27	divergent
0x0134ac	0x0134ad	1	identical
0x0134ad	0x0134e4	55	divergent
0x0134e4	0x0134e5	1	identical
0x0134e5	0x0134e8	3	divergent
0x0134e8	0x0134e9	1	identical
0x0134e9	0x0134ec	3	divergent
0x0134ec	0x0134ed	1	identical
0x0134ed	0x0134fc	15	divergent
0x0134fc	0x0134fe	2	identical
0x0134fe	0x013514	22	divergent
0x013514	0x013515	1	identical
0x013515	0x013518	3	divergent
0x013518	0x013519	1	identical
0x013519	0x013531	24	divergent
0x013531	0x013532	1	identical
0x013532	0x013551	31	divergent
0x013551	0x013552	1	identical
0x013552	0x0135ae	92	divergent
0x0135ae	0x0135af	1	identical
0x0135af	0x0135cd	30	divergent
0x0135cd	0x0135ce	1	identical
0x0135ce	0x013602	52	divergent
0x013602	0x013603	1	identical
0x013603	0x013605	2	divergent
0x013605	0x013606	1	identical
0x013606	0x013619	19	divergent
0x013619	0x01361a	1	identical
0x01361a	0x013637	29	divergent
0x013637	0x013638	1	identical
0x013638	0x013663	43	divergent
0x013663	0x013664	1	identical
0x013664	0x01367a	22	divergent
0x01367a	0x01367b	1	identical
0x01367b	0x01367f	4	divergent
0x01367f	0x013680	1	identical
0x013680	0x013684	4	divergent
0x013684	0x013685	1	identical
0x013685	0x0136b1	44	divergent
0x0136b1	0x0136b2	1	identical
0x0136b2	0x0136c0	14	divergent
0x0136c0	0x0136c1	1	identical
0x0136c1	0x0136c3	2	divergent
0x0136c3	0x0136c4	1	identical
0x0136c4	0x0136c5	1	divergent
0x0136c5	0x0136c6	1	identical
0x0136c6	0x0136ca	4	divergent
0x0136ca	0x0136cb	1	identical
0x0136cb	0x0136ea	31	divergent
0x0136ea	0x0136eb	1	identical
0x0136eb	0x013714	41	divergent
0x013714	0x013715	1	identical
0x013715	0x01371a	5	divergent
0x01371a	0x01371b	1	identical
0x01371b	0x01377e	99	divergent
0x01377e	0x01377f	1	identical
0x01377f	0x013782	3	divergent
0x013782	0x013783	1	identical
0x013783	0x013784	1	divergent
0x013784	0x013785	1	identical
0x013785	0x01378a	5	divergent
0x01378a	0x01378b	1	identical
0x01378b	0x01379e	19	divergent
0x01379e	0x01379f	1	identical
0x01379f	0x0137a4	5	divergent
0x0137a4	0x0137a6	2	identical
0x0137a6	0x0137be	24	divergent
0x0137be	0x0137bf	1	identical
0x0137bf	0x0137c9	10	divergent
0x0137c9	0x0137ca	1	identical
0x0137ca	0x0137ce	4	divergent
0x0137ce	0x0137cf	1	identical
0x0137cf	0x01381e	79	divergent
0x01381e	0x01381f	1	identical
0x01381f	0x01385a	59	divergent
0x01385a	0x01385b	1	identical
0x01385b	0x01387e	35	divergent
0x01387e	0x01387f	1	identical
0x01387f	0x0138b6	55	divergent
0x0138b6	0x0138b7	1	identical
0x0138b7	0x0138bb	4	divergent
0x0138bb	0x0138bc	1	identical
0x0138bc	0x0138f1	53	divergent
0x0138f1	0x0138f2	1	identical
0x0138f2	0x0138f4	2	divergent
0x0138f4	0x0138f5	1	identical
0x0138f5	0x01394c	87	divergent
0x01394c	0x01394e	2	identical
0x01394e	0x01394f	1	divergent
0x01394f	0x013950	1	identical
0x013950	0x01396d	29	divergent
0x01396d	0x01396e	1	identical
0x01396e	0x0139ab	61	divergent
0x0139ab	0x0139ac	1	identical
0x0139ac	0x0139c2	22	divergent
0x0139c2	0x0139c3	1	identical
0x0139c3	0x0139cd	10	divergent
0x0139cd	0x0139ce	1	identical
0x0139ce	0x013a9e	208	divergent
0x013a9e	0x013a9f	1	identical
0x013a9f	0x013aec	77	divergent
0x013aec	0x013aed	1	identical
0x013aed	0x013b1e	49	divergent
0x013b1e	0x013b1f	1	identical
0x013b1f	0x013b45	38	divergent
0x013b45	0x013b46	1	identical
0x013b46	0x013b8c	70	divergent
0x013b8c	0x013b8d	1	identical
0x013b8d	0x013be7	90	divergent
0x013be7	0x013be8	1	identical
0x013be8	0x013bfc	20	divergent
0x013bfc	0x013bfd	1	identical
0x013bfd	0x013c1c	31	divergent
0x013c1c	0x013c1d	1	identical
0x013c1d	0x013c2b	14	divergent
0x013c2b	0x013c2c	1	identical
0x013c2c	0x013c34	8	divergent
0x013c34	0x013c35	1	identical
0x013c35	0x013c78	67	divergent
0x013c78	0x013c79	1	identical
0x013c79	0x013c7d	4	divergent
0x013c7d	0x013c7e	1	identical
0x013c7e	0x013c7f	1	divergent
